,Region,Area,Site_Name,place_name(googleAPI),lat,lng,tag,tag_zh,Site_Type,rating,formatted_address
1204,關西,京都,直指庵,直指庵,35.0335211,135.6770875,"Landscape ,Nature ,Autumn ,Autumn leaves ,November ,Red ,Temple ,Kyoto Prefecture ,Kyoto-shi ,Kyoto ,Leaf ,Kinki ,December ,Japanese maple ,Kansai ,Buddhist temples and Shinto shrines ,Temples and shrines ,Garden ,Moss ,Arashiyama ,Sagano","風景 ,自然 ,秋天 ,紅葉 ,11月 ,寺 ,紅色 ,京都府 ,京都市 ,京都 ,葉 ,12月 ,近畿 ,紅葉 ,關西 ,寺社佛閣 ,寺院 ,花園 ,苔 ,嵐山 ,嵯峨野",,4.3,日本、〒616-8441 京都府京都市右京区北嵯峨北ノ段町３
1205,關西,奈良,室生寺,女人高野 室生寺,34.536811,136.039521,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Tree ,Building ,Natural landscape ,Autumn ,Autumn leaves ,Plant ,Buildings ,Night view ,Light up ,Bridge ,Green ,Blue ,Red ,Temple ,World heritage site ,Yellow ,History ,Evening ,Pond ,Yellow leaf ,Historic site ,Leaf ,Historic building ,Kinki","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,木頭 ,建設 ,自然風景 ,秋天 ,紅葉 ,植物 ,建築物 ,夜景 ,亮燈 ,橋 ,藍色 ,綠色 ,寺 ,紅色 ,世界文化遺產 ,黃色 ,歷史 ,傍晚 ,池 ,黄葉 ,歷史遺址 ,歷史建築 ,葉 ,文化遺產",,4.4,日本、〒633-0421 奈良県宇陀市室生７８
1206,關東,東京,都立水元公園,水元公園,35.787198,139.8698408,"Landscape ,Nature ,Blue sky ,Sunny ,Tree ,Autumn ,Autumn leaves ,Cloud ,Water surface ,River ,Landscape ,Sunny ,Park ,Evening ,Forest ,Yellow leaf ,Tokyo Metropolitan Area ,Fine weather ,December ,Fresh ,Water's edge ,Tree ,Tokyo ,Dusk ,Evening view ,Fallen leaves ,Autumn with beautiful leaves ,Symmetry ,Autumn sky ,Riverside district","風景 ,自然 ,藍藍的天空 ,晴天 ,木頭 ,秋天 ,紅葉 ,雲 ,水面 ,河 ,景色 ,陽光明媚 ,公園 ,傍晚 ,森 ,黄葉 ,東京都 ,晴天 ,12月 ,清爽 ,水邊 ,樹木 ,東京 ,傍晚 ,日落 ,落葉 ,錦秋 ,對稱 ,秋天的天空 ,水鄉",,4.2,日本、〒125-0034 東京都葛飾区水元公園３−２
1207,中部,長野,黑姬高原,黒姫高原スノーパーク,36.8264004,138.1619578,"Landscape ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Tree ,Tourism ,Autumn ,Green ,Mountain ,Flower ,Cloud ,Plant ,Travel ,Daytime ,Superb view ,Pink ,In full bloom ,October ,Sunny ,Green ,Blue ,Yellow ,Forest ,September ,Nagano Prefecture ,Fine weather ,Flower garden ,Forest ,White","風景 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,木頭 ,觀光 ,秋天 ,綠色 ,山 ,花 ,雲 ,植物 ,旅行 ,中午 ,絶景 ,粉色 ,盛開 ,10月 ,陽光明媚 ,藍色 ,綠色 ,黃色 ,森 ,9月 ,長野縣 ,晴天 ,花卉園 ,森林 ,白色",,4,日本、〒389-1303 長野県上水内郡信濃町野尻３８０７
1208,九州,福岡,秋月城舊址,秋月城跡,33.4658556,130.6953798,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Tourism ,Building ,Autumn ,Spring ,Flower ,Noted place ,Autumn leaves ,Plant ,Travel ,Tourist attractions ,April ,Tourist attractions ,November ,Cherry ,May ,Pink ,In full bloom ,October ,Bridge ,Cityscape ,History ,Kyushu ,Historic site ,Historic building","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,觀光 ,建設 ,秋天 ,春天 ,花 ,名所 ,紅葉 ,植物 ,旅行 ,觀光名所 ,4月 ,11月 ,旅遊景點 ,櫻花 ,5月 ,粉色 ,盛開 ,10月 ,橋 ,街燈 ,歷史 ,九州 ,歷史遺址 ,歷史建築",,4,日本、〒838-0011 福岡県朝倉市秋月野鳥６６３
1209,九州,福岡,竈門神社,宝満宮 竈門神社,33.5286854,130.5518096,"Landscape ,Nature ,Sightseeing resort ,Tourism ,Noted place ,Autumn leaves ,Plant ,November ,Night view ,Night ,Light up ,Shrine ,Kyushu ,Leaf ,Harmony ,Japanese maple ,Torii ,Shrines and temples ,Fukuoka Prefecture ,Fukuoka ,Dazaifu-shi","風景 ,自然 ,觀光地 ,觀光 ,名所 ,紅葉 ,植物 ,11月 ,夜景 ,晚上 ,亮燈 ,神社 ,九州 ,葉 ,和 ,紅葉 ,鳥居 ,神社佛閣 ,福岡縣 ,福岡 ,太宰府市",,4.3,日本、〒818-0115 福岡県太宰府市内山８８３
1213,九州,福岡,南藏院,南蔵院,33.6197441,130.5728184,"Japan ,Tourism ,Building ,Noted place ,April ,Daytime ,Landscape ,Temple ,Shrine ,Asia ,September ,Kyushu ,Buddhist temples and Shinto shrines ,Beautiful ,Temples and shrines ,Japanese ,Buddhism ,Fukuoka Prefecture ,Religion ,Fukuoka ,Old ,Monument ,Sculpture ,Buddha statue ,Bronze statue ,Art ,Ancient","日本 ,觀光 ,建設 ,名所 ,4月 ,中午 ,景色 ,寺 ,神社 ,9月 ,亞洲 ,九州 ,寺社佛閣 ,漂亮 ,寺院 ,日本人 ,佛教 ,福岡縣 ,宗教 ,福岡 ,老 ,紀念碑 ,彫刻 ,佛像 ,銅像 ,美術 ,古代",,4.4,日本、〒811-2405 福岡県糟屋郡篠栗町篠栗１０３５
1217,關西,京都,高台寺,高台寺,35.0004319,135.7819385,"Landscape ,Japan ,Blue sky ,Sightseeing resort ,Tourism ,Autumn ,Autumn leaves ,Cloud ,Tourist attractions ,November ,Water surface ,Night view ,Night ,Light up ,Red ,Temple ,Kyoto Prefecture ,Kyoto-shi ,Pond ,Kyoto ,Garden ,Kinki ,Harmony ,Japanese maple ,Kansai ,Japanese maple ,Grounds of a shrine ,Tree ,Temples and shrines ,Garden","風景 ,日本 ,藍藍的天空 ,觀光地 ,觀光 ,秋天 ,紅葉 ,雲 ,11月 ,旅遊景點 ,水面 ,夜景 ,晚上 ,亮燈 ,紅色 ,寺 ,京都府 ,京都市 ,池 ,京都 ,花園 ,近畿 ,和 ,紅葉 ,關西 ,紅葉 ,境内 ,樹木 ,寺院 ,花園",,4.3,日本、〒605-0825 京都府京都市東山区下河原町５２６
1221,中國,廣島,佛通寺,御許山 佛通寺,34.455915,133.026633,"Landscape ,Japan ,Blue sky ,Sightseeing resort ,Tree ,Building ,Autumn ,Green ,Mountain ,Autumn leaves ,November ,River ,October ,Bridge ,Temple ,Shrine ,Asia ,Harmony ,Japanese maple ,Japanese maple ,Buddhist temples and Shinto shrines ,Grounds of a shrine ,Chugoku Region ,Tree ,Blue ,Shrines and temples ,Temples and shrines ,Lantern ,Hiroshima Prefecture ,Roof","風景 ,日本 ,藍藍的天空 ,觀光地 ,木頭 ,建設 ,秋天 ,綠色 ,山 ,紅葉 ,11月 ,河 ,10月 ,橋 ,寺 ,神社 ,亞洲 ,和 ,紅葉 ,紅葉 ,寺社佛閣 ,境内 ,中國地區 ,樹木 ,藍色 ,寺院 ,神社佛閣 ,燈籠 ,廣島縣 ,屋頂",,4.2,日本、〒729-0471 広島県三原市高坂町２２
1222,關東,埼玉,曙光兒童森林公園 (嚕嚕米兒童森林公園),トーベ・ヤンソンあけぼの子どもの森公園,35.8305813,139.3442904,"Landscape ,Japan ,Nature ,Sunny ,Sightseeing resort ,Tourism ,Building ,Green ,Mountain ,Noted place ,Tourist attractions ,May ,Fresh green ,Park ,Green ,Forest ,Kanto ,Forest ,Fresh ,Tree ,Bright ,Kanto Region ,Refreshing ,Spot ,Saitama Prefecture ,Relax ,Cute ,Holiday ,Fun","風景 ,日本 ,自然 ,晴天 ,觀光地 ,觀光 ,建設 ,綠色 ,山 ,名所 ,觀光名所 ,5月 ,鮮綠 ,公園 ,綠色 ,森 ,關東 ,森林 ,清爽 ,樹木 ,光亮 ,關東地方 ,清爽 ,景點 ,埼玉縣 ,放鬆 ,可愛 ,假日 ,有趣",,4.2,日本、〒357-0046 埼玉県飯能市阿須８９３番地の１
1223,九州,大分,別府溫泉鄉（明礬溫泉）,明礬 湯の里温泉,33.3195656,131.4539899,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Tourism ,Building ,Travel ,Tourist attractions ,August ,Kyushu ,February ,January ,Hot Spring ,Countryside ,Oita Prefecture ,Steam ,Bath ,Hot water ,Thatched roof ,Thatched ,Steam ,Beppu-shi ,Beppu Onsen ,Beppu ,Hell tour ,Cabin","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,觀光 ,建設 ,旅行 ,旅遊景點 ,8月 ,2月 ,九州 ,1 月 ,溫泉 ,田舎 ,大分縣 ,蒸氣 ,浴 ,熱水 ,茅葺屋頂 ,茅葺 ,熱水蒸氣 ,別府市 ,別府溫泉 ,別府 ,地獄之旅 ,小屋",,3.9,日本、〒874-0843 大分県別府市明礬6組
1224,關東,鎌倉,淨智寺,浄智寺,35.3335742,139.5464527,"Landscape ,Nature ,Blue sky ,Tree ,Building ,Autumn ,Flower ,Summer ,Autumn leaves ,Plant ,Early summer ,Winter ,In full bloom ,Snow ,Green ,June ,Temple ,September ,February ,Kanto ,December ,Snowscape ,Japanese maple ,White ,Kanagawa Prefecture ,Snow coverage ,Buddhist temples and Shinto shrines ,Grounds of a shrine ,Approach ,Shrines and temples","風景 ,自然 ,藍藍的天空 ,木頭 ,建設 ,秋天 ,花 ,夏 ,紅葉 ,植物 ,初夏 ,冬 ,盛開 ,雪 ,綠色 ,6月 ,寺 ,9月 ,2月 ,關東 ,12月 ,紅葉 ,雪景 ,白色 ,神奈川縣 ,積雪 ,寺社佛閣 ,境内 ,参道 ,寺院",,4.1,日本、〒247-0062 神奈川県鎌倉市山ノ内１４０２
1225,九州,福岡,篠栗九大之森,篠栗九大の森,33.632541,130.5031623,"Landscape ,Nature ,Sightseeing resort ,Noted place ,Tourist attractions ,April ,Tourist attractions ,May ,Fresh green ,Park ,June ,Forest ,Pond ,Kyushu ,Scenic spot ,Forest ,Leisure ,Fukuoka Prefecture ,Fukuoka ,Marsh ,Forest bathing","風景 ,自然 ,觀光地 ,名所 ,觀光名所 ,4月 ,旅遊景點 ,5月 ,鮮綠 ,公園 ,6月 ,森 ,池 ,九州 ,森林 ,風景名勝區 ,休閒 ,福岡縣 ,福岡 ,沼澤 ,森林浴",,4,日本、〒811-2414 福岡県糟屋郡篠栗町和田１００９
1226,中部,長野,中山高原,中山高原キャンプ場,36.5621942,137.8699305,"Landscape ,Nature ,Spring ,Cherry ,May ,Morning ,Lake ,Pond ,Nagano Prefecture ,Forest ,Fresh ,Water's edge ,Shinshu ,Fog ,Hill ,Snow mountain ,Rape blossoms ,Northern Alps ,Unmelted snow ,Against the Sun ,Rape field ,Early spring ,Omachi-shi","風景 ,自然 ,春天 ,櫻花 ,5月 ,早上 ,湖 ,池 ,長野縣 ,森林 ,清爽 ,水邊 ,信州 ,霧 ,小山 ,雪山 ,油菜花 ,北阿爾卑斯山 ,殘雪 ,逆光 ,油菜花田 ,初春 ,大町市",,4.1,日本、〒399-9101 長野県大町市美麻新行14890−1
1227,關東,茨城,鹿島神宮御手洗池,常陸國一之宮 鹿島神宮,35.9690752,140.6313513,"Blue sky ,Tourism ,Noted place ,Travel ,Tourist attractions ,Landscape ,Green ,June ,August ,Shrine ,Trip ,Pond ,Water ,Kanto ,Buddhist temples and Shinto shrines ,Grounds of a shrine ,Approach ,Torii ,Shrines and temples ,Power spot ,Transparency ,Spring water ,Underwater ,Shinto shrine ,Deer","藍藍的天空 ,觀光 ,名所 ,旅行 ,旅遊景點 ,景色 ,綠色 ,6月 ,8月 ,神社 ,旅 ,池 ,水 ,關東 ,寺社佛閣 ,境内 ,参道 ,鳥居 ,神社佛閣 ,能量景點 ,透明 ,山泉水 ,水中 ,神宮 ,鹿",,4.5,日本、〒314-0031 茨城県鹿嶋市宮中 ２３０６ １
1228,關東,茨城,龍神大吊橋,竜神大吊橋,36.682853,140.4661695,"Blue sky ,Sunny ,Spring ,Autumn leaves ,Cloud ,Plant ,November ,May ,Bridge ,Valley, Canyon, Gorge ,Leaf ,Japanese maple ,Forest ,Suspension bridge ,Ibaraki Prefecture ,Carp streamer ,Carp streamer ,Large suspension bridge ,Trees and plants","藍藍的天空 ,晴天 ,春天 ,紅葉 ,雲 ,植物 ,11月 ,5月 ,橋 ,溪谷 ,葉 ,紅葉 ,森林 ,吊橋 ,茨城縣 ,鯉魚旗 ,鯉魚旗 ,大吊橋 ,草木",,3.8,日本、〒313-0351 茨城県常陸太田市天下野町２１３３−６
1232,中部,長野,大座法師池,大座法師池,36.704603,138.1442571,"Japan ,Nature ,Sunny ,Mountain ,Plant ,Water surface ,May ,Fresh green ,Snow ,Park ,Green ,Lake ,Pond ,Nagano Prefecture ,Leaf ,Forest ,January ,Tree ,Surface of a lake ,Shinshu ,Nagano ,Mountain climbing ,Mountain ,Northern Alps ,Shadow ,Blue Sky ,Sunshine filtering through foliage","日本 ,自然 ,晴天 ,山 ,植物 ,水面 ,5月 ,鮮綠 ,公園 ,雪 ,綠色 ,湖 ,池 ,長野縣 ,葉 ,森林 ,1 月 ,樹木 ,湖面 ,信州 ,長野 ,登山 ,山岳 ,北阿爾卑斯山 ,影 ,藍藍的天空",,3,日本、〒380-0888 長野県長野市上ケ屋 大座法師池
1233,關東,茨城,笠間杜鵑公園,笠間つつじ公園,36.3868557,140.2623839,"Tourism ,Spring ,May ,In full bloom ,Park ,Fine weather ,Kanto ,Festival ,Red ,Ibaraki Prefecture ,Best time to see ,Stone monument","觀光 ,春天 ,5月 ,盛開 ,公園 ,晴天 ,關東 ,祭典 ,紅 ,茨城縣 ,正值觀賞 ,石碑",,3.9,日本、〒309-1611 茨城県笠間市笠間６１６−７
1234,關東,茨城,母子島遊水池,母子島遊水地,36.2572662,139.9918056,"Winter ,Water surface ,February ,Mt. Fuji ,Morning sun ,Early in the morning ,Sunrise ,Gradation ,Orange ,Steam ,Dawn ,Water vapor ,100 great views of Japan ,Mt. Tsukuba ,Mt. Nantaisan ,Chikusei ,Hahakoshima Island ,Nyotaisan","冬 ,水面 ,2月 ,富士山 ,朝日 ,一大早 ,日出 ,漸層 ,橘色 ,蒸氣 ,黎明 ,水蒸氣 ,日本百景 ,築波山 ,男體山 ,筑西 ,母子島 ,女体山",,4,日本、〒308-0835 茨城県筑西市飯田
1235,九州,長崎,湧水庭園「四明莊」,湧水庭園四明荘,32.7843228,130.3705106,"Japan ,Building ,Pond ,Kyushu ,Townscape ,March ,January ,Clear stream ,Beautiful ,Garden ,Japanese houses ,Nagasaki ,Architecture ,Transparency ,Nagasaki Prefecture ,Wooden construction ,Healing ,Cultural property ,Japanese-style room ,House ,Carp ,Unzen-shi ,Transparency ,Taisho","日本 ,建設 ,池 ,九州 ,市區街道 ,3月 ,1 月 ,清流 ,漂亮 ,花園 ,日本房子 ,長崎 ,建築 ,透明 ,木制 ,長崎縣 ,癒合 ,文化財 ,和室 ,房屋 ,鯉魚 ,雲仙市 ,透明感",,4.3,日本、〒855-0803 長崎県島原市新町２丁目
1236,中部,長野,大王山葵農場,大王わさび農場 レストラン,36.3388802,137.9091454,"Landscape ,Japan ,Nature ,Sightseeing resort ,Tourism ,Autumn ,Green ,Noted place ,Autumn leaves ,Plant ,Tourist attractions ,Tourist attractions ,November ,Water surface ,Fresh green ,River ,October ,Green ,June ,Water ,Nagano Prefecture ,Japanese maple ,Flow ,Clear stream ,River ,Shinshu ,Nagano ,Maple ,Northern Alps ,Transparency","風景 ,日本 ,自然 ,觀光地 ,觀光 ,秋天 ,綠色 ,名所 ,紅葉 ,植物 ,觀光名所 ,11月 ,旅遊景點 ,水面 ,鮮綠 ,河 ,10月 ,綠色 ,6月 ,水 ,長野縣 ,紅葉 ,流 ,清流 ,河川 ,信州 ,長野 ,楓樹 ,北阿爾卑斯山 ,透明",,3.8,日本、〒399-8303 長野県安曇野市穂高3640
1237,中部,岐阜,白水湖,白水湖,36.1352167,136.8159713,"Landscape ,Japan ,Nature ,Sunny ,Sightseeing resort ,Tourism ,Mountain ,Summer ,Noted place ,Plant ,Travel ,Daytime ,Water surface ,Superb view ,Green ,August ,Lake ,Countryside ,Surface of a lake ,Gifu Prefecture ,Mid summer ,Chubu Region ,Emerald Green ,Gifu ,Shirakawa-go ,Shirakawa-mura ,Tokai Region","風景 ,日本 ,自然 ,晴天 ,觀光地 ,觀光 ,山 ,夏 ,名所 ,植物 ,旅行 ,中午 ,水面 ,絶景 ,綠色 ,8月 ,湖 ,田舎 ,湖面 ,岐阜縣 ,盛夏 ,中部區域 ,翡翠綠 ,岐阜 ,白川鄉 ,白川村 ,秘境",,3.8,日本、〒501-5507 岐阜県大野郡白川村平瀬 白水湖
1238,沖繩,沖繩,青之洞窟,青之洞窟屋 沖繩 潛水 浮潛專營店,26.445598,127.7713962,"Sunny ,Sightseeing resort ,Tourism ,Travel ,Sea ,Superb view ,June ,August ,World heritage site ,Light ,Leaf ,Splendid ,Blue ,Sun ,Mysterious ,Okinawa ,Tropical ,Resort ,Cave ,Blue Sky ,Mystery ,Underwater ,Glitter ,Beautiful ,Blue sea","晴天 ,觀光地 ,觀光 ,旅行 ,海 ,絶景 ,6月 ,8月 ,世界文化遺產 ,光 ,鮮明 ,葉 ,太陽 ,藍色 ,神秘的 ,沖繩 ,南國 ,度假村 ,洞穴 ,藍藍的天空 ,神秘 ,水中 ,閃光 ,漂亮 ,藍色的大海",,4.4,"字, 読谷村 中頭郡 沖縄県 904-0325 日本"
1239,中部,岐阜,板取川,板取川,35.6601512,136.8237224,"Nature ,Sunny ,Sightseeing resort ,Tourism ,Mountain ,Summer ,Autumn leaves ,Travel ,Tourist attractions ,November ,Landscape ,Green ,June ,Beautiful ,Yellow ,Valley, Canyon, Gorge ,Japanese maple ,Torrent ,Beautiful ,River ,Water's edge ,Gifu Prefecture ,Taste ,Transparency ,Water flow ,Gradation ,Gifu ,Cool","自然 ,晴天 ,觀光地 ,觀光 ,山 ,夏 ,紅葉 ,旅行 ,11月 ,旅遊景點 ,景色 ,綠色 ,6月 ,美麗 ,黃色 ,溪谷 ,紅葉 ,溪流 ,漂亮 ,水邊 ,河川 ,岐阜縣 ,風情 ,透明 ,水流 ,漸層 ,岐阜 ,清涼",,3,日本、岐阜県 板取川
1240,四國,愛媛,下灘站,下灘駅,33.6552785,132.5895135,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Building ,Summer ,Noted place ,Tourist attractions ,Early summer ,Sea ,Daytime ,Water surface ,June ,August ,Beautiful ,Trip ,Coast ,Evening ,January ,Beautiful ,Countryside ,Cherry blossom ,Shikoku ,Sun ,Railroad ,Sunset ,Leisure ,Local line","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,建設 ,夏 ,名所 ,觀光名所 ,海 ,初夏 ,中午 ,水面 ,6月 ,8月 ,美麗 ,海岸 ,旅 ,傍晚 ,1 月 ,漂亮 ,田舎 ,櫻花 ,四國 ,太陽 ,鐵道 ,日落 ,休閒 ,當地線",,4.4,日本
1241,關東,千葉,鋸山日本寺,乾坤山 日本寺,35.1559279,139.8322818,"Landscape ,Japan ,Blue sky ,Sunny ,Mountain ,Summer ,May ,In full bloom ,Red ,Temple ,March ,Grounds of a shrine ,Landscape ,Buddhism ,Chiba Prefecture ,Chiba ,Buddha statue ,Ancient temple ,Temple ,Trip ,Jizo (guardian deity of children)","風景 ,日本 ,藍藍的天空 ,晴天 ,山 ,夏 ,5月 ,盛開 ,紅色 ,寺 ,3月 ,境内 ,景觀 ,佛教 ,千葉縣 ,千葉 ,佛像 ,古寺 ,寺 ,旅 ,地藏",,4.1,日本、〒299-2100 千葉県安房郡鋸南町元名１８４
1242,關東,栃木,大谷資料館,大谷資料館,36.5999889,139.8247452,"Landscape ,Japan ,Nature ,Sightseeing resort ,Tourism ,Noted place ,Tourist attractions ,Tourist attractions ,November ,October ,June ,Stone ,Tochigi Prefecture ,Tochigi ,Mystery ,Filming locations ,Limestone ,Light ,Underground ,Solemnity","風景 ,日本 ,自然 ,觀光地 ,觀光 ,名所 ,觀光名所 ,11月 ,旅遊景點 ,10月 ,6月 ,石頭 ,栃木縣 ,栃木 ,神秘 ,拍攝地 ,石灰岩 ,莊嚴 ,光 ,地下",,4.3,日本、〒321-0345 栃木県宇都宮市大谷町９０９
1243,關東,栃木,東武世界廣場,東武ワールドスクウェア（TOBU WORLD SQUARE),36.80778,139.709689,"Landscape ,Japan ,Mountain ,November ,May ,Night view ,Night ,October ,Light up ,Green ,World heritage site ,Light ,Kanto ,Historic building ,Temples and shrines ,Illumination ,Landmark ,Trees ,Tochigi Prefecture ,Nikko, Sunlight ,Tochigi","風景 ,日本 ,山 ,11月 ,5月 ,夜景 ,晚上 ,10月 ,亮燈 ,綠色 ,世界文化遺產 ,光 ,關東 ,歷史建築 ,寺院 ,霓彩燈飾 ,樹木 ,地標 ,栃木縣 ,陽光 ,栃木",,4,日本、〒321-2593 栃木県日光市鬼怒川温泉大原２０９−１
1247,四國,香川,父母濱,父母ヶ浜,34.1883582,133.6490749,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,April ,Sea ,August ,Coast ,Evening ,September ,Light ,Island ,Fantastic ,Sunset ,Shikoku ,Sunset ,Wave ,Dusk ,Evening view ,Kagawa Prefecture ,Sandy beach ,Seto Inland Sea ,Orange ,Kagawa ,Pattern ,Underwater","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,4月 ,海 ,8月 ,海岸 ,傍晚 ,9月 ,光 ,島 ,幻想的 ,日落 ,四國 ,日落 ,波 ,傍晚 ,日落 ,香川縣 ,砂濱 ,瀨戶內海 ,橘色 ,香川 ,模様 ,水中",,4.2,日本、〒769-1404 香川県三豊市仁尾町仁尾乙
1248,關西,滋賀,滿月寺浮御堂,満月寺 浮御堂,35.1098513,135.9215934,"Landscape ,Japan ,Nature ,Sightseeing resort ,Tourism ,Building ,Noted place ,Cloud ,October ,Landscape ,June ,Morning ,Lake ,Water ,Historic site ,Historic building ,Harmony ,March ,Buddhist temples and Shinto shrines ,Morning sun ,Kinki Region ,Gate ,Early in the morning ,Shiga Prefecture ,Stairs ,Wave ,Lake Biwa ,Lakeside ,Pine","風景 ,日本 ,自然 ,觀光地 ,觀光 ,建設 ,名所 ,雲 ,10月 ,景色 ,6月 ,早上 ,湖 ,水 ,歷史遺址 ,歷史建築 ,和 ,3月 ,寺社佛閣 ,朝日 ,近畿地區 ,門 ,滋賀縣 ,樓梯 ,一大早 ,波 ,琵琶湖 ,湖畔 ,松樹",,3.9,日本、〒520-0242 滋賀県大津市本堅田１丁目１６−１８
1249,關西,滋賀,都久夫須麻神社,都久夫須麻神社,35.4206916,136.1441703,"Blue sky ,Tree ,Cloud ,July ,Temple ,Shrine ,Water ,September ,Historic site ,Kinki ,Island ,Torii ,Scenic spot ,Shiga Prefecture ,National treasure ,Lake Biwa ,Shiga ,Main hall ,Spray ,Main shrine ,Thatched ,Conifer ,Chikubushima Island","藍藍的天空 ,木頭 ,雲 ,7月 ,寺 ,神社 ,9月 ,水 ,歷史遺址 ,近畿 ,島 ,鳥居 ,名勝 ,滋賀縣 ,國寶 ,琵琶湖 ,滋賀 ,飛沫 ,主殿 ,本殿 ,茅葺 ,針葉樹 ,竹生島",,4.4,日本、〒526-0124 滋賀県長浜市早崎町１６６５
1250,關西,兵庫,南京町,神戸南京町,34.6882059,135.1881104,"Landscape ,Japan ,Blue sky ,Sunny ,Sightseeing resort ,Tourist attractions ,Winter ,City ,Sunny ,June ,Trip ,February ,Splendid ,Kinki ,Townscape ,Kansai ,Background ,Building ,City landscape ,Hyogo Prefecture ,Store ,Shopping street ,Architectural structure ,Busy downtown street","風景 ,日本 ,藍藍的天空 ,晴天 ,觀光地 ,觀光名所 ,冬 ,街 ,陽光明媚 ,6月 ,旅 ,2月 ,鮮明 ,近畿 ,市區街道 ,關西 ,背景 ,大樓 ,都市風景 ,兵庫縣 ,商店 ,商店街 ,建築物 ,繁華街",,3.8,日本、〒650-0023 兵庫県神戸市中央区栄町通１丁目３−１８
1251,中部,福井,金崎宮,金崎宮,35.6645098,136.0740602,"May ,Shrine ,Historic site ,Ruined castle ,Fukui Prefecture ,Shinto shrine ,Wakasa","5月 ,神社 ,歷史遺址 ,城址 ,福井縣 ,神宮 ,若狹",,3.9,日本、〒914-0072 福井県敦賀市金ケ崎町１
1252,關西,京都,淀川河川公園背割堤,背割堤,34.8909809,135.6920674,"Landscape ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Tree ,Spring ,April ,November ,Cherry ,In full bloom ,Landscape ,Kyoto Prefecture ,Kyoto ,Kinki ,Kansai ,Cherry blossom ,Prunus yedoensis ,Red ,Flower petal ,Cherry-blossom viewing ,Blue Sky ,Embarkment","風景 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,木頭 ,春天 ,4月 ,11月 ,櫻花 ,盛開 ,景色 ,京都府 ,京都 ,近畿 ,關西 ,櫻花 ,紅 ,染井吉野櫻 ,花瓣 ,賞花 ,藍藍的天空 ,堤防",,4.3,日本、〒614-8312 京都府八幡市
1253,中國,山口,日和山公園,日和山公園,38.4233448,141.3073694,"Japan ,Sightseeing resort ,April ,Cherry ,May ,Pink ,In full bloom ,Flower petal ,Bright ,Flowering, Blooming ,Cherry-blossom viewing ,Yamagata Prefecture ,Refreshing ,Miyagi Prefecture ,Daytime","日本 ,觀光地 ,4月 ,櫻花 ,5月 ,粉色 ,盛開 ,花瓣 ,光亮 ,開花 ,賞花 ,山形縣 ,清爽 ,宮城縣 ,中午",,4.1,日本、〒986-0833 宮城県石巻市日和が丘２丁目２
1254,關西,奈良,藤原宮跡,藤原宮跡,34.5023891,135.8069267,"Japan ,Spring ,April ,Rape field ,Image of spring","日本 ,春天 ,4月 ,油菜花田 ,春天的形象",,4,日本、〒634-0072 奈良県橿原市醍醐町
1255,關西,奈良,葛城高原,金剛生駒 紀泉国定公園 葛城高原ロッジ,34.454428,135.6838808,"May ,In full bloom ,Plateau, Highlands","5月 ,盛開 ,高原",,4.1,日本、〒639-2312 奈良県御所市櫛羅２５６９
1256,關西,京都,長岡天満宮,長岡天満宮,34.9228281,135.6862241,"April ,May ,History ,March","4月 ,5月 ,歷史 ,3月",,4.1,日本、〒617-0824 京都府長岡京市天神２丁目１５−１３
1257,中國,鳥取,打吹公園,打吹公園,35.4298984,133.8226736,"April ,Cherry ,May ,January","4月 ,櫻花 ,5月 ,1 月",,4,日本、〒682-0824 鳥取県倉吉市仲ノ町
1258,關東,栃木,日光杉樹街道,日光杉並木,36.7208862,139.7067178,"May ,September ,January ,Nikko-shi","5月 ,9月 ,1 月 ,日光市",,4.2,日本、〒321-2335 栃木県日光市森友７１３
1259,中國,廣島,國營備北丘陵公園,国営備北丘陵公園,34.8389326,132.997077,"Plant ,April ,May ,Park ,Flower garden ,Splendid ,Hiroshima Prefecture ,Nemophila","植物 ,4月 ,5月 ,公園 ,花卉園 ,鮮明 ,廣島縣 ,粉蝶花",,4.3,日本、〒727-0021 広島県庄原市三日市町４−１０
